GEOID10,DP0010001,NEIGHBORS
48187210714,6472,"48187210713,48187210604,48187210804,48187210712,48187210708,48187210705,48029131601"
48187210607,8024,"48187210507,48091310502,48091310404,48187210608,48187210604,48091310403"
48187210608,3811,"48187210507,48187210606,48187210607,48187210604,48187210603"
48085030504,2704,"48085030505,48085030406,48085030407,48085031656,48121021626,48121021800"
48085030406,2966,"48085030504,48085030505,48085030408,48085030407,48085030405,48085030404,48085030506"
48085030405,4214,"48085030505,48085030406,48085030408,48085030509,48085030404,48085030508,48085030510,48085030506,48085030511"
48085030407,3699,"48085030504,48085030505,48085030406,48085030408,48121021900,48121021800"
48085031662,4599,"48085031661,48085031660,48085031638,48085031639,48085031637,48085031663"
48085030506,2691,"48085030505,48085030406,48085030509,48085030405,48085031661,48085030507,48085030508,48085031657"
48085031631,4440,"48085031635,48085031633,48085031632,48085031630,48085031505"
48085031613,5469,"48085031622,48085031629,48085031628,48085031643,48085031634,48085031636,48085031625,48085031612,48085031627"
48085031612,6101,"48085031613,48085031643,48085031636,48085031652,48085031625,48085031654,48085031653,48085031627"
48085031611,3639,"48085031622,48085031635,48085032013,48085031629,48085031628,48085031900"
48085031629,3505,"48085031622,48085031611,48085031628,48085031613,48085031627"
48085031626,2380,"48085031623,48085031622,48085031807,48085031802,48085031625,48085031627,48085031624"
48085031628,3637,"48085031611,48085031635,48085031629,48085031613,48085031643,48085031634"
48085031627,4763,"48085031623,48085031622,48085031629,48085031613,48085031625,48085031612,48085031624,48085031626"
48027980002,,"48027980001,48027023105"
48027022405,1750,"48027022501,48027022502,48027022401,48027022300,48027022403,48027022404"
48027023203,2909,"48027022900,48027023108,48027023201,48027023202,48027023104"
48027023201,2684,"48027023204,48027022900,48027023500,48027023203,48027023202"
48027023108,13856,"48027023105,48027023107,48027023203,48027023202,48027023106,48027023103,48027023104"
48027023107,7105,"48027023000,48027023108,48027023105,48027023103"
48027022403,4513,"48027022502,48027022405,48027022404"
48005000400,5479,"48005000901,48005000500,48005000700,48005000302,48005000301"
48005000200,6580,"48005001002,48005000902,48005001100,48005000500,48347950301,48005000800,48005000600,48005000101,48005000301"
48005001100,6079,"48005001002,48005001300,48347950301,48347951100,48005000200,48347950302"
48027023105,8805,"48027980001,48027023300,48027023000,48027980002,48027023108,48027023107,48027023106"
48027022104,4399,"48027022103,48027022105,48027022200,48027022101,48027022000"
48027023204,4486,"48027022103,48027022105,48027980003,48027023500,48027022801,48027022600,48027022101,48027022000,48027023201,48027023202"
48027022105,2317,"48027022103,48027022104,48027023204,48027022000"
48027022502,9542,"48027023300,48027022501,48027023000,48027022405,48027022401,48027022403,48027022404,48027022402"
48027022501,3423,"48027022900,48027022600,48027023000,48027022502,48027022405,48027022401,48027022300"
48027022404,7400,"48027021901,48027021903,48027022502,48027022405,48027022401,48027022300,48027022403,48027022402"
48027021903,8350,"48027023300,48027021901,48027021904,48027022404,48027022402"
48027021904,8823,"48027023300,48027021901,48027021903,48027021800,48027022402,48027023404"
48027023404,3709,"48027023300,48027021904,48027021800,48027023403,48491021603,48491020201,48491021300,48491021601,48027023402"
48027023403,5400,"48027021800,48027021500,48027023404,48027023402"
48021950501,8008,"48021950100,48021950300,48021950502,48021950400"
48021950801,6520,"48021950802,48021950300,48453002435,48453002433"
48021950802,6387,"48021950300,48021950801,48453002436,48453002435,48055960101,48021950600,48055960102"
48021950502,6409,"48021950100,48287000200,48021950300,48287000300,48021950501,48021950700,48021950600,48021950400"
48021950700,4189,"48021950502,48021950600"
48021950600,5184,"48021950802,48021950300,48149970500,48287000300,48149970400,48021950502,48021950700,48055960102,48055960600,48149970200"
48021950200,7955,"48021950100,48453001854,48453002209"
48021950100,8608,"48453001854,48491020900,48287000200,48453002207,48453002209,48453002210,48021950300,48453002433,48287000100,48021950200,48021950501,48021950502"
48021950300,12927,"48021950100,48453002207,48021950802,48021950801,48453002435,48453002433,48021950501,48021950502,48021950600,48021950400"
48021950400,7984,"48021950300,48021950501,48021950502"
48027020401,3008,"48027020402,48027020100,48027020300,48027020702,48027021201,48027020600,48027020500"
48027980001,319,"48099010803,48099010504,48027023300,48027980002,48027023105,48027023106"
48027023202,5198,"48099980000,48099010504,48099010503,48027980003,48027023204,48027023108,48027023203,48027023201,48027023106,48027023104"
48027023106,9716,"48099010504,48027980001,48027023108,48027023105,48027023202"
48027980003,,"48099980000,48099010101,48099010503,48027023204,48027022000,48027023202,48027020202"
48027020201,6017,"48027022000,48027021700,48027020202,48027020300"
48027020202,6574,"48099980000,48099010101,48027980003,48027022000,48027020201,48309003802,48027020100,48027020300"
48027020402,2803,"48027020100,48027020800,48027020701,48027020500,48027020401"
48027021303,6153,"48027021400,48027021203,48027020900,48027021302,48027021000,48027021100,48027021301"
48001951100,4388,"48213950300,48213951400,48001950902,48001950100,48213951100,48213950400,48001950402,48001950401,48001950901,48161000100,48213950902"
48001950401,5422,"48001951100,48001950402,48001950901"
48001950402,7535,"48001951100,48161000900,48001950401,48001950901,48161000100"
48001950901,5938,"48001950902,48001950800,48001950700,48001950600,48001950500,48001951100,48001950402,48289950100,48161000900,48001950401,48001951000"
48001950902,4834,"48073950801,48001950800,48001950500,48001950100,48001951100,48001950901,48001951000,48073950802,48073950300"
48001950800,5246,"48001950902,48001950700,48001950500,48001950901"
48001950700,2640,"48001950800,48001950600,48001950500,48001950901"
48001950600,6405,"48001950700,48001950500,48001950901"
48001950500,4377,"48001950902,48001950800,48001950700,48001950600,48001950901"
48031950100,4963,"48453001764,48171950100,48299970300,48053960800,48299970400,48209010807,48209010808,48453001768,48031950200"
48031950200,5534,"48171950100,48031950100,48209010807,48209010808,48091310603,48209010803,48259970100,48091310702"
48001950100,4685,"48213950300,48213951400,48001950902,48001951100,48073950802,48073950200,48073950300"
48001951000,6988,"48073950801,48073951000,48001950902,48289950100,48001950901,48225950100"
48123970500,2708,"48177000600,48123970200,48255970400,48255970100,48123970400"
48123970100,4006,"48285000400,48123970300,48177000600,48177000200,48123970200,48469001501,48469001606,48285000500,48285000600"
48123970400,3704,"48123970300,48123970200,48255970400,48123970500,48469001400,48469001501,48175960100,48175960200"
48123970200,5486,"48123970100,48123970300,48177000600,48177000200,48123970500,48123970400"
48123970300,4193,"48123970100,48123970200,48469001400,48469001501,48123970400"
48003950400,2711,"48317950100,48003950100,48003950300,48135003000,48495950400,48135002200,48329010112"
48003950300,3924,"48003950100,48003950400,48003950200"
48003950200,6473,"48003950100,48003950300"
48003950100,1678,"48317950100,48165950200,48003950400,48003950200,48003950300,48495950400"
48027023103,4467,"48027022900,48027023000,48027023108,48027023107,48027023104"
48027021202,4130,"48027021203,48027020702,48027021201,48027021100"
48027021201,3021,"48027021203,48027020300,48027021202,48027020702,48027020401"
48027021100,5402,"48027021203,48027021202,48027020702,48027021303,48027021302,48027021000"
48027021000,4610,"48027020900,48027020702,48027021303,48027021100"
48027020702,2172,"48027020900,48027020800,48027020701,48027021202,48027021201,48027020600,48027020401,48027021000,48027021100"
48011950100,1901,"48375014401,48179950100,48065950200,48065950100,48381021900,48381021702,48129950300,48437950200,48045950200"
48019000101,4330,"48325000200,48325000300,48019000300,48019000200,48019000102"
48027020701,1343,"48027020402,48027020800,48027020702,48027020600,48027020500"
48027020600,2574,"48027020701,48027020702,48027020500,48027020401"
48027020500,3810,"48027020402,48027020701,48027020600,48027020401"
48027021400,3834,"48027021500,48027020100,48027021203,48027020900,48027020800,48027021303,48027023402"
48027021302,2865,"48027021203,48027021303,48027021100,48027021301"
48027021301,4796,"48027021303,48027021302"
48027022401,5567,"48027022501,48027022502,48027022405,48027022300,48027022404"
48027021203,4298,"48027021601,48027021500,48027021400,48027020300,48027021202,48027021201,48027021303,48027021302,48027021100"
48007990000,,"48007950100,48057990000,48355005102,48355990000"
48007950500,6308,"48007950400,48007950300,48007950200,48007950100,48409010201,48409010202,48355006200,48391950400,48409010700"
48007950400,3583,"48007950500,48007950300,48007950200"
48007950300,6609,"48007950500,48007950400,48007950200,48007950100"
48007950200,1163,"48007950500,48007950400,48007950300,48007950100"
48007950100,5495,"48007990000,48007950500,48007950300,48007950200,48057990000,48057000500,48355006200,48355005102,48355990000,48391950400"
48009020200,2780,"48485012800,48009020100,48485012400,48023950300,48485013800,48009020300,48487950300,48077030301,48077030302,48503950200,48447950300"
48009020100,2660,"48485012800,48485011600,48485011500,48485012300,48485012200,48485012400,48009020200,48077030301,48077030302"
48009020300,3614,"48009020200,48077030302,48503950200,48237950100"
48013960401,2294,"48013960202,48013960100,48013960402,48029152100,48029152201"
48013960100,6972,"48013960401,48255970200,48255970100,48493000600,48493000201,48493000202,48013960600,48013960402,48297950100,48029152100,48029152202,48029152201"
48013960201,6234,"48013960202,48029162003,48029161902,48029162004,48325000401,48325000402,48013960500,48163950100"
48013960300,3595,"48013960202,48013960600"
48013960202,9342,"48013960401,48029162003,48013960201,48013960600,48013960500,48013960402,48013960300,48029152100"
48013960500,2684,"48013960202,48013960201,48311950100,48013960600,48163950100,48283950300"
48013960402,7801,"48013960202,48013960401,48013960600,48013960100"
48013960600,5989,"48013960202,48311950100,48013960100,48013960500,48013960402,48013960300,48297950100"
48019000102,4913,"48019000300,48019000101,48019000200,48259970302,48265960700,48265960800"
48019000200,2726,"48325000200,48325000300,48019000101,48019000102,48265960700,48265960301,48265960800,48463950100,48385950100"
48019000400,2147,"48325000300,48325000102,48019000300"
48019000300,6369,"48325000300,48325000102,48029182103,48019000400,48019000101,48019000102,48259970302"
48027020900,2998,"48027021400,48027020800,48027020702,48027021303,48027021000"
48027020800,3528,"48027021400,48027020402,48027020100,48027020900,48027020701,48027020702"
48027020300,7838,"48027021601,48027021700,48027020201,48027021500,48027020202,48027020100,48027021203,48027021201,48027020401"
48027023300,6966,"48099010802,48281950301,48099010803,48099010504,48027980001,48491020204,48053960100,48027021903,48027021904,48027023000,48027022502,48027022402,48027023105,48491020201,48027023404"
48027023500,2155,"48027023204,48027022900,48027022801,48027022600,48027023201"
48027023402,4862,"48331950100,48027023403,48027021500,48491021300,48027023404,48027021400,48027020100,48331950300"
48027022900,3672,"48027023500,48027022501,48027022600,48027023000,48027023203,48027023201,48027023103,48027023104"
48027022801,2540,"48027023204,48027023500,48027022600"
48027022103,5518,"48027022104,48027022105,48027023204,48027022101"
48027022600,4292,"48027023204,48027022900,48027023500,48027022801,48027022501,48027022200,48027022101,48027022300"
48027022402,4402,"48027023300,48027021903,48027021904,48027022502,48027022404"
48027022200,3258,"48027022104,48027022600,48027022101,48027022000,48027022300"
48027022101,4256,"48027022103,48027022104,48027023204,48027022600,48027022200"
48027022300,4010,"48027021901,48027022501,48027022600,48027022200,48027022000,48027022405,48027022401,48027022404"
48027021901,3463,"48027021903,48027021904,48027021800,48027022000,48027022300,48027022404"
48027023000,7028,"48027023300,48027022900,48027022501,48027022502,48027023105,48027023107,48027023103"
48027023104,3235,"48027022900,48027023108,48027023203,48027023202,48027023103"
48027022000,7952,"48027021901,48027021800,48027022104,48027022105,48027980003,48027023204,48027022200,48027022300,48027021700,48027020201,48027020202"
48027021800,8440,"48027021901,48027021904,48027022000,48027021602,48027021601,48027021700,48027023403,48027021500,48027023404"
48027020100,6219,"48331950100,48027020202,48027021400,48027020402,48309003802,48145000200,48145000500,48145000700,48027020300,48027020800,48027020401,48027023402"
48027021700,7338,"48027021800,48027022000,48027021602,48027021601,48027020201,48027020300"
48027021602,2499,"48027021800,48027021601,48027021700"
48027021601,5080,"48027021800,48027021602,48027021700,48027021500,48027021203,48027020300"
